관광지이름,총점,이름,내용,별점
용궐산,4.4,박진수,"용궐산 휴양림의 잔도길로 깍아지는 벼량에 설치되어 있어 심한 경사의 돌계단 등을 오르기는 힘들지만 데크로 된 잔도길 위에 서면 보여지는 풍광에 감탄하게 된답니다.
짧지않고 적당한 거리의 하늘길 코스는 방문하는 탐방객이 많고 매점에서 지역에서 생산된 농산물을 비교적 저렴하게 구입할 수 있습니다.",5
용궐산,4.4,ilillili,"초입 : 돌길 약 15분 오른 후
중반 : 하늘길 데크 시작.
시간 : 왕복 2시간 (올라갈 때 1시간 20분, 하산 약 40분)
초입 돌길이 진짜 쫌 힘듦 ㅜ 숨 헥헥대가며 오름. 근데 하늘길 데크 시작부분부턴 편함.
풍경이 매우 좋아서 오를만 함",5
용궐산,4.4,쭈니아빠인플루언서,"(순창 여행코스) 날씨 좋은날 가볍게 산책하듯 용궐산 하늘길 코스 다녀오는 것 너무 좋았다. 등산코스도 2시간부터 4시간까지 다양했고, 섬진강 물줄기와 주변 산줄기의 풍경이 아름다워 여행의 추억이 오랫동안 남을 것 같다.",5
용궐산,4.4,eaeyu,돌계단은 조금 힘들지만 데크길부터는 아래로 섬진강 경치보며 걷는데 너무너무 힐링됩니다. 등산 거의 안하는 저같이 몸무거운 사람도 왕복 두시간 반이면 충분해요.,5
용궐산,4.4,Master Kim,"하늘길 오르는 길이 많이 힘들다. 힘든만큼 기쁨도 크지만, 잔도 데크길이 너무 길어 지루하다. 입장료도 4,000원씩이나 한다.
잔도 위에는 그늘이 없어 무더위를 피할 공간도 별로 없다. 다만 건너편 섬진강 상류 물길이 멋지다. 섬진강 자전거길의 일부다.
물안개가 낀 섬진강 강변길을 종주한답시고 새벽녘 졸리던 눈을 부비고 자전거 패달을 밟았던 기억이 새록새록하다만 하다.",4
용궐산,4.4,Byung Jae Cho,"☆☆☆☆

- 꽤 재미있는 트레킹 코스
- 화강암 벽면을 올라가는 길이기에 산을 올라갈수록 시야가 탁 트여 섬진강의 모습을 볼 수 있다.

* 단순한 트레킹이라고 가벼운 마음으로 방문하면 큰 코 다친다.
* 그늘이 거의 없기 때문에 여름 방문은 추천하지 않는다.

☆☆☆☆☆ - 꼭 방문해야하는 곳
☆☆☆☆ - 기회가 된다면 방문해도 좋은 곳
☆☆☆ - 본인의 취사 선택",5
용궐산,4.4,LINUS KIM,"용궐산 자연치유의 숲에 후기를 자세히 올렸으니 참고하시면 됩니다. 간략하개 서술하자면 비룡정까지 왕복 2시간, 매표소에서 하늘길 초입까지는 돌길로 주위해서 등산해야 합니다. 중간에 화장실이 없으며, 쉼터식의 공간이 중간중간 있으며, 경치는 최고입니다.",4
용궐산,4.4,homekeeper88,"잔도길을 오르기 전 바위를 깍아만든 계단식 오름길을 보며 정말 정성들여 잘 만들었다는 고마움이 느껴집니다.
잔도를 걸으며 바라본 풍광은 제 경험상 국내 최고네요!!!
많은 분들이 자연속에서 행복감을 느끼고 갔으면 하는 마음이 듭니다",5
용궐산,4.4,Joonyoung Kim,"여유있게 올라가면 1시간이면 충분히 올라갑니다. 건강한 성인 기준 30분 정도 잡으시면 되요. 그리고 대부분의 다 난간이 있는 계단으로 안전하게 구성되어 있어 어린이도 충분히 올라갈 수 있습니다. 초등학생, 미취학 아동도 가뿐하게 올라갈 수 있었어요. 위험한 곳도 전혀 없었고, 가족단위로 가볍게 정상에 올라갔다오기 좋습니다.
올라가면 섬진강을 내려다보고 저 멀리 산 능선을 바라볼 수 있어 절경입니다. 아주 좋았어요.
다만… 암벽에 이상한 낙서가 아주 많더라구요. 암벽에 용궐산 하늘길과는 아무런 의미적으로 연관이 없는 고사성어를 새겨뒀는데.. 참 이거 누구 머릿속에서 나온 아이디어인지 몰라도, 이거 추진하신 분 진짜 용궐산 바라볼때마다 대대손손 반성해야할 겁니다. 생각이 있는건지 없는건지.. 자연훼손하는 방법도 참 다양하네요. 그 점 때문에 별2개 뺍니다. 정말 어처구니 없었어요. 다시 복원할 수도 없을테고, 돈은 돈대로 (심지어 피같은 국민들의 국가예산…) 썼을텐데.. 정말 황당합니다.
그 부분만 빼면 정말 좋은 곳입니다. 추천!!",3
용궐산,4.4,배대규,"** 2021.10.5 *

-> 순창 용궐산(하늘길)

순창에서 채계산출렁다리 이후로
또 급속도로 떠오르는 곳이 있다.

용궐산의 하늘길~

2021년4월 용궐산의 암벽에
540m나 되는 잔도가 생기면서
알려지기 시작했고
지금은 벌써 많은 사람들에게
소문이 퍼져
각광을 받고 있는곳이 됬다.

산세가 험해 용궐산 등반이 어려웠었지만
하늘길이란 이름으로 접근이 쉬운
데크길이 만들어지고 지금은 비교적 쉽게
산행을 할수 있게 됐다.

산행이 즐거운 계절 가을을 맞이하여
아침에 조그만 일찍 나서면
멋진 구름바다의 절경까지 만끽할수 있는
용궐산(646M)~

섬진강 장군목유원지를 품고 있는 산으로
높지도 않고 주위 풍경도 좋아
많은 산객들의 관심을 받고있는
명소가 됐다.",5
용궐산,4.4,Enfnal Seo,"龍闕山하늘길 입구에서 약15분 정도 비탈길을 따라 산을 오르면 암봉을 등정하게 계단으로 목조 잔도를 만들어 초보자도 쉽게 산을 오를 수 있게 해두었는데 중간 중간 마다 암벽에 추사의 글 등을 최근에 음각을 하여 중국의 흉내를 내는 느낌으로 자연을 훼손?하고 있어 마땅치 않았으나 잔도에서 바라 보는 山아래 섬진강의 풍경은
한폭의 그림과 같이 아름다웠다.
암벽에는 磁性?이 있는지 돌이 붙는 기이한 현상도 있었다.",4
용궐산,4.4,이동길,"남대구에서2시간 10분
88고속도로 남원ic로 가리켜 남원에 내려서
국도로 이동 산 하나가 전체가 바위라고 생각하면됨
그리고 입장료를 왜 받는지 이해가 안감
성이2000원 어린이1000
한번은 가도 두번은 갈만한곳은 아닌듯",3
용궐산,4.4,김성근,"용궐산 바위에
데크길을 지그재그로 설치되어 있어
뷰를 맘껏즐기며 걸을수 있는 하늘길
약간 오르막이지만
강추합니다
바로앞에 흐르는 물줄기는 섬진강",5
용궐산,4.4,/소짱의 공간,3시간정도 코스에 오르막 좀 있어 다이나믹하게 등산하기 좋은 곳입니다.,5
용궐산,4.4,권진영,"어찌 평가해야 할까요?
천하의 섬진강을 편하게 볼 수 있고 용궐산을 수월싸게 오를 수 있어서 좋긴 합니다만,
바위위에 박힌 데크 기둥을 보니 다소 마음이 편하진 않습니다.",3
용궐산,4.4,박소영,"용궐산 하늘길 잘못 찾아가 길을 헤맸네요
용궐산 자생식물원찍고 가세요
생각보다 힘들었어요
초입은 바위와 돌이 가득한 길
그후 데크길이 지그재그로 바위가 햇빛에 데워져
길이 뜨끈~~~하늘길 끝나고
용궐산 정상까지 올라가는데 바위가 너무 많아서
줄타고 올라가야 해요.
험난해서 힘들게 30분쯤 갔는데 300m왔다네요
와우.....
700m 더가야 하는데 온통 오르막길~~
난생처음 산에 오르다 포기 했어요.
날도 더운데 바람도 없고 습하고...",3
용궐산,4.4,DOOJONG KIM,아직 공사가 완료되지는 않았지만 암석 절벽에 설치된 데크에서 바라보는 풍경은 아주 멋집니다. 데크까지 올라가는길은 좀 험난합니다.,5
용궐산,4.4,MYEONGHEE LEE,"용궐산 바위에  조성된  데크길이  멋있어서
남편과  함께   등반  했어요
멀리서  보는것과   달리  올라 가는  길이  바위   투성이라  엄청   힘들었습니다",4
용궐산,4.4,destinyu lee,"한 번쯤 가볼만 한곳. 입장료 4,000원은.... 지역 상품권 받아서 사용했지만 4000원은 좀 비싼듯! 도로 사정이 좋지 않은 점은 개선 되어야 했지만 한참 인기 많을때도 그대로 였기에 앞으로도 같을것 같음.",4
용궐산,4.4,Yoomin Choi,"생각보다 하늘길 구간이 길지 않았어요.
초반부터 가파르게 올라갑니다. 데크 나오면 그나마 나아요.
저흰 하늘길찍고 반대편으로 내려왔어요.",3
용궐산,4.4,부산,"생가보다 경사도 완만하고 트레킹보단 힘들어도 경치가 다 잊게해주는곳 입니다
시간내서 한번은 꼭 가보세요.",5
용궐산,4.4,yeongdae kim,"잔도길에서 보는 섬진강 전망이 멋진곳입니다.
2021년 10월 기준 아직 군데군데 공사중이네요.",4
용궐산,4.4,Veroni Veronica,"와우~ 보는것과달리 경사심함.
데크길도 있지만 아직 공사중이라 좀 위험한길도 있어요.
입구가는길이 복잡해요. 외길이라 비켜줘야함",5
용궐산,4.4,릴루이,잔도가 생겼다는 정보만 가지고 가서 높은곳에 위치한것은 몰라 오는게 힘들었네요. 해발650m급이라 산도 높은데 바위계단에 잔도에 바위길이 이어지는 코스라 정상이 아닌잔도까지만 간다쳐도 어린이나 노약자는 힘든코스인것같습니다. 등산초보라 엄청힘들었는데 일직선코스가 아니라 갈지 之 형 길이라 더 힘듭니다. 더운날치고는 산위 바람이 에어콘바람못지 않지만 오르기전에 각오는 하셔야할듯. 맑은날 풍경은 끝내줍디다. 아! 근처 식당못보고 내천 맞은편 매점만 봐서 배는 꼭 채우고 오시기 조언드립니다.,4
용궐산,4.4,최혜영,안개낀 산 풍경이  멋져요~,4
용궐산,4.4,Annyangss Choi,"하늘길은 공사중이라 23년 3.1-6.30 까지 임시폐쇠상태입니다
다만 임도길이나 다른 등산로를 통해 정상은 갈수 있어요.",3
용궐산,4.4,박재성,"아주 좋아요 꼭 가보세요
🌄 아침일찍 가는걸 추천",4
용궐산,4.4,박헌국,테크길에서 바라본 섬진강도 좋고 하늘길 잔여 공사중인데 마무리되면 더 좋을것 같아요,4
용궐산,4.4,유인재,다리아파도 정상가면 최고입니다.,5
용궐산,4.4,샌디,정자까지 왕복 2시간. 입장료 4천원 내면 순창 지역 상품권 2천원 줍니다.,5
용궐산,4.4,의리,정상까지640미터입니다 진짜힘들었어요,5
용궐산,4.4,달과강,허약체질에 힘든구간 이지만 하늘길 끝나는 곳까지 다녀옴 아찔한 절벽위에 하늘길로 향하는 잔도(하늘길 연장 작업중 이였음) 경치도 좋고 바람도 시원하고~꼭 한번 다녀 가시길 추천 합니다,5
용궐산,4.4,박종근,하늘길 폭을 조금만 넓게 했으면 하는 아쉬움,4
용궐산,4.4,Changho lee,"입장료를 내고 들어가야 하는데 약간 아깝다는 생각
10분 정도 산길을 조금 오르다보면 산악잔도길이 나온다
1,096m의 트래킹 코스
근데 바위에 웬 한자를 새겼는지 ㅜㅜ",4
용궐산,4.4,최성식,"용궐산의 가을 풍광이 멋졌습니다.
또한 장구목도 멋진곳입니다.",4
용궐산,4.4,동그라미,주차장에서 돌계단을 30분정도 오르면 하늘길을 만날수있다. 풍경이 힘든 보람을 느끼게합니다.,5
용궐산,4.4,주린이tv,환상적인 잔도 ㅡ중국을 순천에서 느낄수 있어요,5
용궐산,4.4,심옥희,용궐산 입구부터 정산까지  올라 갈수록 시원하고 경치가 산 폭의 수채화였어요,5
용궐산,4.4,김진두,국내 최고의 관광지...꼭 가봐야 할 관광명소..,5
용궐산,4.4,이동신,"아름다운 풍경이 한 눈에 속들어왔다
데크길 너무 너무 좋았다",4
용궐산,4.4,유창영,주차장들어가는 길이 많이 좁아요,5
용궐산,4.4,이경재,"용궐산 하늘길 이름처럼
바위를 뚫어 만든 길.
정상까지 데크를 걷다보면 구름에 손이
닿을듯 착각이 들 정도 멋짐.",5
용궐산,4.4,KIM WangKyun,"그냥저냥 갈만함
입장료 4000원",3
용궐산,4.4,김성찬,"하늘길데크에서 바라보는 섬진강 뷰가 일품입니다.
평일에는 조용히 멍때리기 좋은곳입니다.
등산40~50분 하산 30분,
멍때리기하면 시간추가요 ~~^^

21번국도에서 약 2~3km들어오는 길이 좁아 마주치면 교행하기 좁은곳이 많습니다.
미리 기다리며 양보운전하세요 ^^

네비검색은 ""용궐산치유의숲주차장""",5
용궐산,4.4,정상모,"주변경치가 이주 멋져요
인근 요강바위까지",5
용궐산,4.4,정해종,"입장료 4000원 임.
올라가서 경치 죽임.",4
용궐산,4.4,이환선,"하늘길 데크길까지가 조금 힘들지만, 데크길은 아주 만족스러웠어요~^^
섬진강의 절경과 바위와 데크길의 조화란~멋지네요!",4
용궐산,4.4,전영미,"한번정도 가볼만
섬진강에 물이 없어서 볼.것이 없네
편의시설 없어서 좀 불편합니다
화장실 먼지털이 다 있고
하늘길 끝지점에서 회귀가 더 수월합니다",3
용궐산,4.4,정원경,길이도 길고 멋지네요..,5
용궐산,4.4,한금희,"중국의 화산이 생각났고 장가계 잔도길도 연상됐던 용궐산 하늘길.
6월 말까지 공사중 이라고한다",4
용궐산,4.4,최기충 (최임스딘),기슴시원해 지는풍경.... 아찔한 절벽길...,5
용궐산,4.4,김한수,"순창 용궐산 산행
2023. 10. 28.(토)오전
용궐산자연휴양림주차장 (08:24)~하늘길(08:41)
~비룡정(09:05)~용궐산 정상(09:44",5
용궐산,4.4,안숙희,바위 위에 데크길이 설치 되어 있어서 특이한 경험이 었고 위에서 내려다본 섬진강은 정말 굿 입니다,5
용궐산,4.4,김창수,"6월 말까지 폐쇄입니다.
용궐산 산행은 가능하나 하늘길은 6월 말까지는 폐쇄입니다.
참고하세요.",1
용궐산,4.4,구름구름,"⛰ 용궐산(646m) 하늘길☁️
👣 치유의숲주차장-하늘잔도길-닭벼슬능선-된목-용굴-요강바위(멀리서)-원점회귀
✔ 약 5km, 3시간소요
🚌 산악회 버스 이용
🚘 자차이용시 네비에 치유의숲주차장 또는 용궐산공공화장실

🔥 하늘길 구간 쨍볕 주의, 급경사 주의
⚠️ 아직 정비가 안된 진입로와 주차공간 참고
🥺 생각보다 하늘길이 짧아서 다소 아쉬웠던
🚻 화장실은 아주 넓고 깨끄읏!",4
용궐산,4.4,마리앙투아네트,전망좋음 산행 심하지 않음,5
용궐산,4.4,이클립스스피어민트,데크길은 공사중입니다 ㅠ   등산로로 올라갈수는 있어요,4
용궐산,4.4,봄동산동화,"잔도길을 걷는데 데크를
안전하게 설치하여
즐거운산행이 되었습니다
감사합니다",1
용궐산,4.4,모훈 (사는동안),"올라가는중힘들지만
정상도착통쾌상쾌만끽
여름엔죽음",5
용궐산,4.4,문정숙,올라가는 길이 급경사라 조금 힘들었지만 잔도에서 바라본 풍경이 너무 아름다워요^^,5
용궐산,4.4,김형동,구불구불 흘러가는 섬진강의 서정적인 풍경을 감상 할수 있는곳입니다,5
용궐산,4.4,이현철,굿 ㅋㅋ 사람은 많네여 ㅋㅋ,4
용궐산,4.4,라니안 (라니안),일부구간 아직 공사중입니다. 작업을 위해서 발전기가 가동중이라 조금 시끄러울수도 있습니다.,4
용궐산,4.4,정재수,다소 가파르다는 느낌이었지만~ 내려다보는 영산강줄기는 멋졌습니다~ 하늘길 만드시느라 애쓰셨습니다,5
용궐산,4.4,X칼리버,절벽 따라 만들어진 잔도길 위에서 내려다 보는 섬진강 줄기의 경치가 매우 좋음,5
용궐산,4.4,정인호,바윗덩어리 위에다 계단을 만들어 운동효과가 즐겁게 만들어진 산!,4
용궐산,4.4,이기창,"새로운경험
중국온듯한기분",5
용궐산,4.4,임규창,돌계단이 많아서 조금은 힘들어요.,5
용궐산,4.4,오시택,생각보다 힘들었어요! 섬진강을 바라보는 전경은 너무너무 아름다워요~!!,5
